POA_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
POA3542,0,0,0,0,0,4,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,3,0,14,0,4,4,10,21,27,27,11,4,108
POA3544,0,0,0,0,0,0,9,0,4,14,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,8,0,9,0,28,4,23,24,26,17,47,40,16,8,203
POA3546,0,0,0,0,0,3,5,8,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,4,0,19,8,8,25,33,48,73,49,25,12,279
POA3549,0,13,33,33,28,52,60,37,23,285,0,5,36,29,22,20,10,15,13,150,25,29,114,96,50,58,61,31,26,496,88,200,706,652,409,481,380,144,77,3136
POA3550,27,29,97,98,102,165,349,405,335,1605,0,15,40,43,56,39,32,9,7,251,121,166,352,279,312,316,289,342,301,2480,1060,3145,5849,4686,4993,5220,4653,2743,1416,33756
POA3551,10,10,46,47,64,102,257,246,84,861,4,4,26,19,30,20,16,11,0,125,98,70,188,237,205,234,179,131,40,1377,846,1724,3967,4947,4711,4292,3521,1469,330,25814
POA3555,18,14,52,67,76,100,233,337,208,1107,4,9,26,34,26,21,18,14,4,155,53,71,198,133,149,143,194,227,236,1396,440,1127,2940,2494,2269,2490,2479,1790,840,16868
POA3556,16,9,34,59,49,118,194,187,100,763,0,3,16,24,33,36,19,12,6,152,51,41,122,105,111,117,123,89,55,823,390,904,1981,1561,1598,1837,1645,790,314,11013
POA3557,0,0,0,0,3,8,7,11,5,36,0,0,0,0,0,0,0,0,0,0,0,3,8,6,10,8,9,4,0,59,22,39,102,101,112,135,79,41,8,646
POA3558,0,0,0,0,0,4,9,19,14,48,0,0,0,0,0,0,0,0,0,6,4,8,16,17,17,17,9,23,6,110,18,33,99,82,127,159,137,114,31,805
POA3559,0,0,0,0,0,0,3,9,4,23,0,0,0,0,0,0,0,0,0,0,0,0,13,10,10,16,13,7,0,77,9,23,51,49,66,105,89,58,11,453
POA3561,0,6,4,7,7,32,64,94,44,257,0,0,0,4,0,8,0,6,5,16,20,17,22,37,37,44,55,58,48,343,101,206,371,438,553,712,641,422,175,3622
POA3562,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,0,9,5,0,27,4,10,30,29,30,48,34,15,0,204
POA3563,0,0,0,0,4,3,10,10,11,40,0,0,0,0,0,0,0,0,0,0,4,6,6,3,14,18,12,8,12,79,16,47,76,77,98,138,119,58,26,657
POA3564,11,8,30,29,46,96,196,247,127,793,0,4,3,15,6,20,9,6,4,71,60,51,122,103,156,134,151,159,136,1080,403,876,1843,1766,2217,2417,2158,1337,546,13561
POA3565,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,8,4,10,9,9,26,20,12,11,3,96
POA3566,0,0,0,0,0,8,8,7,3,28,0,0,0,0,0,0,0,0,0,0,5,7,0,8,4,9,8,11,0,50,3,32,47,60,76,95,87,45,8,459
POA3567,0,0,0,0,3,7,9,17,5,44,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,11,6,6,3,47,24,28,57,55,99,111,88,74,10,539
POA3568,5,0,4,0,10,18,48,65,46,205,0,0,0,0,0,0,0,0,0,3,5,7,12,27,26,39,54,41,20,229,50,108,238,281,365,415,513,333,135,2439
POA3570,0,0,0,0,3,5,14,0,5,33,0,0,0,0,0,0,0,0,0,0,6,4,10,17,22,36,31,12,5,132,27,36,53,89,128,163,126,50,11,681
POA3571,0,0,0,0,6,0,4,6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,4,0,21,9,9,38,32,37,38,46,25,12,242
POA3572,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,7,5,9,13,18,24,24,19,6,0,103
POA3573,0,0,0,0,3,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,13,8,3,5,0,0,38,3,14,31,48,44,53,55,8,0,265
POA3575,5,0,0,3,5,8,7,10,10,41,0,0,0,0,0,0,0,0,0,0,4,0,8,12,12,12,17,4,4,74,19,26,74,101,106,143,116,47,24,655
POA3576,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,4,6,19,0,0,49
POA3579,8,3,10,20,19,28,76,110,64,339,0,0,3,0,3,3,3,3,0,19,20,16,32,57,62,73,97,53,45,453,101,225,489,546,619,832,846,490,243,4387
POA3580,0,0,0,0,6,8,23,34,3,70,0,0,0,0,0,0,0,0,0,0,0,4,4,15,11,14,20,20,7,100,14,46,76,110,134,192,203,124,14,917
POA3581,0,0,0,0,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,6,7,12,24,35,19,18,0,128
POA3583,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,5,0,5,7,6,0,0,0,12,4,14,12,11,33,25,11,11,3,129
POA3584,0,0,0,0,0,5,13,13,3,39,0,0,0,0,0,0,0,0,0,4,4,6,14,12,16,15,14,13,3,104,40,57,125,116,137,176,134,88,17,881
POA3585,5,6,30,31,30,56,107,160,153,572,0,8,20,18,36,19,27,8,10,151,37,53,119,84,82,97,101,104,71,747,234,705,1684,1365,1181,1371,1148,837,424,8933
POA3586,0,0,0,0,5,8,0,0,3,20,0,0,0,0,0,0,0,0,0,0,8,0,13,9,7,15,8,0,0,54,18,34,67,102,108,154,79,27,6,605
POA3588,0,0,0,0,0,8,0,7,4,16,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,5,0,5,0,30,16,22,44,44,39,58,55,27,11,319
POA3589,0,0,0,0,0,8,3,4,0,20,0,3,5,3,0,0,0,0,0,9,0,0,7,12,10,3,3,3,3,46,7,23,56,47,41,50,34,16,3,285
POA3590,0,0,0,0,0,0,3,5,0,11,0,0,0,0,0,0,0,3,0,3,4,0,9,0,8,9,4,0,0,33,8,10,38,42,36,67,35,12,0,253
POA3591,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,7,4,5,14,17,23,26,31,3,0,130
POA3594,0,0,0,0,3,5,7,15,5,34,0,0,0,0,0,0,0,0,0,0,4,0,4,7,7,12,11,6,0,55,8,18,88,46,75,91,64,31,10,451
POA3595,0,0,0,0,4,3,11,17,3,40,0,0,0,0,0,0,0,0,0,6,8,0,12,12,11,23,9,4,4,77,18,20,84,72,87,110,73,44,19,530
POA3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,8,4,3,7,19,18,17,3,6,85
POA3597,0,4,4,3,3,0,9,9,0,40,0,0,0,0,3,0,0,0,0,4,0,0,3,0,6,4,0,4,0,22,7,28,74,60,61,61,49,23,7,378
POA3599,0,0,0,0,0,0,3,5,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,11,11,0,0,28,0,5,19,14,16,35,31,5,6,133
POA3607,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,7,0,4,6,0,0,0,16,10,12,15,19,28,25,17,3,3,127
POA3608,3,0,0,4,5,22,48,42,26,149,0,0,0,0,4,0,0,0,3,19,7,5,10,23,25,48,45,40,39,249,56,97,259,293,297,480,498,253,99,2344
POA3610,0,0,6,3,7,15,25,13,3,79,0,0,0,0,0,0,0,3,0,6,0,3,32,15,16,19,17,19,8,130,21,67,205,162,260,255,243,99,28,1341
POA3612,5,0,9,0,12,15,34,35,14,121,0,0,0,0,0,0,4,0,0,9,8,6,22,14,26,54,35,18,9,199,28,51,141,129,266,371,323,178,61,1546
POA3614,0,0,0,4,0,0,3,4,0,19,0,0,0,0,0,0,0,0,0,0,4,0,4,8,16,10,12,0,0,53,22,44,97,127,145,129,95,30,0,686
POA3616,0,0,20,12,24,43,73,94,44,311,4,0,6,3,4,4,7,12,0,42,34,11,55,57,62,61,52,81,38,450,125,241,683,598,727,787,689,436,143,4435
POA3617,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,6,0,0,11,0,12,10,17,31,30,25,7,0,125
POA3618,0,0,6,3,0,0,11,6,5,29,0,0,0,0,0,0,0,0,0,3,0,8,5,12,11,11,15,8,3,71,21,35,72,70,97,119,98,41,17,567
POA3620,8,3,21,19,19,55,119,155,107,509,0,0,0,3,0,4,4,3,3,19,24,20,51,51,59,77,100,103,64,557,186,417,818,850,1024,1136,1088,746,334,6588
POA3621,0,3,4,0,9,9,40,22,23,109,0,0,0,0,0,0,0,3,0,3,10,6,14,11,23,23,24,26,20,156,66,117,270,242,303,308,298,160,80,1845
POA3622,0,0,0,0,0,5,7,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,4,12,3,0,38,6,15,58,68,64,92,76,18,3,394
POA3623,4,0,8,4,5,9,4,21,11,63,0,0,0,0,0,0,0,0,0,4,5,0,4,11,4,5,21,12,7,58,23,35,98,84,106,143,135,83,20,724
POA3624,0,0,0,0,4,7,7,12,5,40,0,0,0,0,0,0,0,0,0,0,4,0,7,9,6,8,0,8,0,43,22,29,68,59,59,87,68,43,11,444
POA3629,4,4,29,39,43,85,142,128,71,538,0,0,11,9,16,12,16,17,4,83,47,52,131,127,127,149,163,136,105,1041,255,570,1192,1026,1208,1265,1171,678,250,7612
POA3630,18,26,138,180,153,191,374,443,260,1768,0,16,89,132,149,90,62,58,28,630,134,181,427,339,299,296,283,270,195,2424,756,2002,4714,3781,3651,3621,3220,2127,928,24789
POA3631,3,3,21,34,29,58,126,142,64,489,0,3,9,20,19,21,19,16,17,134,45,34,75,80,70,105,78,96,73,657,350,699,1649,2008,1908,1799,1317,697,263,10696
POA3633,0,0,0,0,4,3,0,9,0,13,0,0,0,0,0,0,0,0,0,4,6,0,3,8,0,10,4,0,0,29,16,27,61,76,101,93,64,22,0,468
POA3634,0,0,0,7,5,7,16,15,3,50,0,0,0,0,0,0,0,0,0,3,12,7,8,13,22,30,24,17,0,136,49,90,161,232,281,288,221,80,19,1416
POA3635,0,0,0,0,3,4,8,6,0,18,0,0,0,0,0,0,0,0,0,0,8,3,10,9,3,7,7,11,6,52,14,29,70,47,79,94,72,38,5,457
POA3636,6,6,10,11,17,32,66,69,69,284,0,0,5,4,9,13,0,0,0,27,23,17,68,58,67,71,74,64,23,463,116,240,580,515,661,807,719,459,222,4325
POA3637,3,0,0,5,0,0,10,3,3,36,0,0,0,0,0,0,0,0,0,0,4,5,4,7,11,12,7,6,0,48,24,29,65,72,94,90,67,17,11,468
POA3638,3,0,3,0,8,11,26,40,18,109,0,0,0,0,0,0,0,0,0,3,7,9,22,15,12,27,22,18,7,133,53,116,212,213,250,343,304,174,85,1737
POA3639,0,0,0,0,0,13,8,9,0,33,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,6,6,8,0,29,13,16,39,36,60,115,97,41,6,423
POA3640,0,3,0,4,0,8,5,13,5,36,0,0,0,0,0,0,0,0,0,3,5,8,14,17,16,9,7,3,0,81,28,64,133,140,133,130,108,37,12,786
POA3641,0,0,3,0,3,10,26,16,13,75,0,0,0,0,0,0,0,3,0,8,11,0,11,12,22,17,16,12,4,101,34,51,133,142,178,175,163,58,20,958
POA3644,3,4,22,23,34,48,171,198,97,598,0,6,12,8,4,4,10,13,6,64,34,33,98,77,80,95,128,103,63,707,211,371,1015,1000,1103,1242,1420,868,308,7542
POA3646,0,0,0,0,0,0,3,8,3,20,0,0,0,0,0,0,0,0,0,0,6,0,8,3,7,6,6,11,0,47,21,12,41,62,95,105,88,38,13,477
POA3647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,21,7,3,7,0,0,0,0,45
POA3649,0,0,0,0,7,0,8,0,5,16,0,0,0,0,0,0,0,0,0,0,4,0,8,4,6,8,12,4,0,51,13,22,57,42,61,86,55,31,15,381
POA3658,5,0,7,16,20,32,61,73,19,231,0,0,4,0,4,5,4,0,0,18,28,26,52,60,62,62,49,32,20,386,165,318,800,739,882,906,655,321,89,4886
POA3659,0,0,0,0,3,5,7,3,6,16,0,0,0,0,0,0,0,0,0,0,5,3,0,5,3,7,0,9,0,27,22,39,60,67,113,143,109,47,17,617
POA3660,8,7,18,19,22,64,118,115,63,439,7,0,3,6,3,3,4,3,0,36,38,35,88,80,99,115,96,82,55,682,188,501,879,789,994,1207,1090,568,233,6449
POA3662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,16,10,0,0,0,0,0,58,103,169,267,187,75,16,0,0,0,818
POA3663,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,9,0,0,19,4,7,15,16,19,39,33,15,0,156
POA3664,5,0,4,4,0,4,11,13,6,40,4,0,4,0,0,0,0,0,0,14,3,0,0,3,3,7,9,5,0,34,22,53,87,134,155,181,179,89,26,924
POA3665,0,0,0,0,0,0,3,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,5,5,0,27,15,13,21,36,66,60,74,34,5,322
POA3666,0,0,6,9,6,32,70,74,57,256,0,0,0,0,0,0,3,0,3,12,20,22,38,43,65,97,115,72,28,501,96,180,418,494,557,843,976,506,228,4296
POA3669,4,0,0,0,5,3,14,16,7,49,0,0,0,0,0,3,0,0,0,3,7,9,8,16,28,34,32,21,21,181,21,37,90,122,183,287,299,147,66,1249
POA3670,0,0,0,0,0,7,7,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,12,3,6,44,6,23,52,55,79,135,110,25,6,494
POA3672,4,5,18,15,30,50,140,184,149,605,0,0,5,3,4,8,6,8,5,37,49,47,100,93,107,129,128,153,96,897,231,485,1114,986,1212,1602,1673,1148,519,8985
POA3673,0,0,0,0,4,9,19,20,5,48,0,0,0,0,0,0,0,0,0,0,4,4,16,13,26,35,26,16,0,143,43,56,134,174,250,389,316,135,16,1504
POA3675,0,0,4,5,4,8,11,4,3,33,0,0,0,0,0,0,0,0,0,0,10,3,10,20,17,25,22,16,6,128,45,61,138,240,271,328,310,103,24,1525
POA3677,12,9,27,37,58,83,192,305,193,919,0,0,5,12,13,13,13,17,9,86,52,54,136,111,128,136,193,221,147,1187,454,962,2230,2155,2280,2379,2307,1674,779,15222
POA3678,0,0,0,4,9,26,39,69,26,173,0,0,0,0,0,0,3,5,0,7,25,16,25,63,66,53,60,43,7,351,165,202,457,697,999,1094,944,447,94,5105
POA3682,0,0,0,0,3,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,4,3,4,10,3,0,5,0,34,23,16,56,71,115,96,79,29,4,482
POA3683,0,0,0,0,0,6,22,20,8,62,0,0,0,0,0,0,0,3,0,3,6,5,8,13,22,34,10,19,7,119,52,59,133,152,283,311,261,152,26,1434
POA3685,0,0,0,3,4,11,17,35,27,104,0,0,0,0,0,0,0,0,0,7,7,3,13,7,18,31,26,24,10,155,56,105,284,295,367,465,461,239,90,2360
POA3687,0,0,0,0,8,5,15,12,10,52,0,0,0,0,0,0,0,0,0,3,0,0,4,13,11,6,7,10,0,53,17,45,94,113,153,147,182,84,22,857
POA3688,0,0,6,0,0,6,6,13,5,38,0,0,0,0,0,0,0,0,0,0,6,4,19,14,5,13,15,6,0,83,42,47,156,165,188,217,137,55,10,1019
POA3690,18,26,56,64,91,156,291,321,198,1224,3,8,24,31,50,27,39,16,10,204,121,112,263,248,213,195,267,218,126,1763,918,2006,4618,4286,4312,4301,3869,2025,666,27005
POA3691,0,0,12,8,12,21,63,83,79,276,0,0,3,0,3,4,6,0,0,23,38,58,74,61,70,79,80,51,35,552,411,739,1655,1692,1508,1509,1197,544,229,9475
POA3695,0,0,0,0,0,0,7,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,19,11,14,38,57,80,78,83,24,3,390
POA3697,0,0,0,0,0,0,8,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,0,4,3,37,11,19,38,59,75,124,102,35,13,460
POA3698,0,0,0,0,0,0,4,11,3,20,0,0,0,0,0,0,0,0,0,0,0,3,3,9,5,13,10,4,7,59,6,17,81,124,138,153,178,93,29,818
POA3699,0,0,0,0,0,3,10,9,14,30,0,0,0,0,0,0,4,0,0,4,10,21,20,18,20,10,14,8,3,130,32,107,175,150,139,152,168,77,38,1035
POA3700,0,0,0,0,0,3,19,21,26,69,0,0,0,0,0,0,0,0,3,5,0,10,7,9,0,11,9,17,30,82,29,68,134,121,171,215,197,116,90,1146
POA3701,0,0,0,0,0,8,13,18,7,47,0,0,0,0,0,0,0,0,0,0,3,0,13,16,10,23,27,12,0,109,17,25,72,123,125,214,207,91,17,892
POA3704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,3,11,9,0,0,21
POA3705,0,0,0,0,0,3,5,5,4,10,0,0,0,0,0,0,0,0,0,0,4,0,3,7,13,14,4,10,0,56,8,6,22,18,42,58,46,16,3,225
POA3707,0,0,3,4,0,16,14,35,16,84,0,0,0,0,0,0,0,4,0,3,5,6,12,16,28,21,27,25,20,161,35,62,156,173,217,309,280,206,87,1530
POA3708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,5,18,8,3,0,49
POA3709,0,0,0,0,0,0,7,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,16,5,0,45,5,8,10,31,33,69,90,27,4,270
POA3711,0,0,0,0,5,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,4,12,11,12,4,3,48,10,10,51,58,80,115,114,43,14,495
POA3712,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,3,8,8,0,27,3,19,21,37,41,67,71,32,9,308
POA3713,0,0,0,0,4,16,14,14,12,54,0,0,0,0,0,0,0,0,0,3,0,0,10,6,6,14,19,18,16,89,13,33,85,85,130,209,179,110,57,896
POA3714,0,0,3,6,6,11,42,64,23,158,0,0,4,0,0,4,5,0,0,22,15,12,26,17,34,40,32,29,16,220,57,134,306,370,469,585,667,372,122,3084
POA3715,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,7,13,10,10,0,0,41,6,4,27,43,49,71,71,29,4,308
POA3717,4,0,7,5,6,11,22,47,22,124,0,0,0,0,0,0,0,0,0,6,18,16,24,41,56,74,60,44,10,344,69,145,249,350,454,642,608,344,88,2952
POA3718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,16,0,0,6,9,14,20,22,13,7,80
POA3719,0,0,0,0,0,5,7,3,0,11,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,11,5,0,0,31,11,12,27,34,67,91,83,42,5,362
POA3720,0,0,0,0,3,7,11,12,3,32,0,0,0,0,0,0,0,0,0,0,0,5,7,0,13,9,11,3,0,39,13,17,75,45,110,136,143,45,5,581
POA3722,4,0,10,3,8,15,35,59,38,171,0,0,11,0,0,7,3,0,0,27,19,14,29,57,35,57,58,45,27,342,95,185,553,700,669,893,838,485,182,4598
POA3723,8,0,3,0,3,18,27,25,11,101,0,0,5,0,4,0,0,0,0,6,23,45,83,52,65,90,74,34,6,468,103,165,342,375,441,636,609,217,51,2944
POA3725,0,0,0,3,0,0,3,0,4,18,0,0,0,0,0,0,0,0,0,4,4,0,4,10,6,8,13,6,0,53,16,21,54,72,71,111,123,29,8,510
POA3726,0,0,0,0,0,5,10,4,0,18,0,0,0,0,0,0,0,0,0,0,0,5,4,4,6,10,8,9,0,51,6,13,24,35,71,73,75,33,7,337
POA3727,0,0,0,0,0,3,4,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,5,7,5,0,25,9,10,30,28,35,65,43,28,10,250
POA3728,0,0,4,0,0,9,10,16,0,36,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,12,8,9,0,47,14,30,65,64,83,129,101,46,5,544
POA3730,5,3,6,17,18,45,116,165,133,515,0,0,0,4,4,6,0,10,0,20,20,31,50,58,54,70,141,137,76,635,191,370,845,913,1112,1343,1672,1056,402,7893
POA3732,0,0,0,0,3,0,4,9,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,10,4,0,45,19,21,50,60,91,87,97,55,13,488
POA3733,0,0,0,0,0,0,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,14,9,13,14,20,21,43,39,21,5,180
POA3735,0,0,0,0,0,0,12,5,10,27,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,10,4,4,0,34,14,20,80,58,87,124,83,35,25,526
POA3737,0,0,3,6,9,30,50,84,64,245,0,0,0,0,0,3,3,5,4,21,7,18,21,25,28,34,56,59,32,274,66,204,385,440,555,721,650,395,195,3611
POA3738,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,15,9,8,25,20,29,44,29,8,0,167
POA3739,0,0,0,0,0,5,0,3,0,10,0,0,0,0,0,0,0,0,0,0,3,4,3,3,6,13,4,0,0,33,4,7,15,36,32,58,33,11,4,193
POA3740,0,0,0,0,0,0,6,15,5,28,0,0,0,0,0,0,0,0,0,0,3,5,5,7,5,13,9,6,0,48,16,37,120,137,179,178,153,88,21,930
POA3741,0,0,0,6,0,10,16,36,25,90,0,0,0,0,0,0,0,4,0,8,20,24,46,32,44,58,42,50,29,339,58,164,344,412,477,516,483,291,88,2835
POA3744,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,5,4,6,0,25,6,6,37,68,81,84,66,34,7,393
POA3746,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,26,8,14,29,45,60,69,58,37,9,318
POA3747,0,0,5,12,6,15,36,47,29,142,4,0,0,0,0,5,3,3,0,15,20,14,19,46,48,52,45,36,17,286,97,141,378,603,719,809,816,388,128,4072
POA3749,0,0,0,3,0,5,11,16,18,59,0,0,0,0,0,0,0,0,0,0,4,3,6,21,11,22,14,21,8,96,38,53,113,241,282,377,288,169,85,1653
POA3750,3,9,51,87,92,124,125,76,6,565,0,8,49,44,53,60,62,19,13,307,39,69,236,198,87,72,56,24,13,789,379,1294,5189,5229,2035,1249,848,252,48,16518
POA3751,0,0,0,0,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,5,0,6,0,0,4,6,9,4,0,15,0,8,10,9,20,22,33,10,3,127
POA3752,4,4,25,30,49,115,215,222,148,817,0,0,10,15,24,30,32,37,51,198,59,44,117,119,105,71,84,68,65,731,652,1677,3299,3972,3781,2514,1525,795,379,18590
POA3753,0,3,0,6,11,15,31,20,0,86,4,0,0,0,4,4,4,0,0,25,16,9,29,32,33,22,15,9,0,164,107,234,899,807,537,355,224,65,10,3234
POA3754,7,13,46,74,73,128,258,209,54,865,0,8,32,29,30,26,42,41,6,220,107,91,282,286,181,123,109,64,10,1254,1102,2564,7608,9797,6143,3639,2738,1125,169,34893
POA3755,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,3,0,4,5,0,0,8,4,6,0,21,6,11,29,16,39,37,31,26,7,196
POA3756,0,4,28,41,46,81,108,82,29,414,0,0,14,12,14,11,22,7,7,86,56,51,125,117,94,86,60,43,4,634,398,917,2588,2412,1952,1697,1036,402,88,11490
POA3757,6,0,14,16,21,27,81,125,99,388,0,3,3,3,3,0,11,9,3,33,41,24,58,65,101,114,75,66,44,598,276,558,1016,1147,1464,1223,1036,509,246,7484
POA3758,0,0,3,4,4,11,21,7,0,51,0,0,0,0,0,0,0,0,0,6,10,9,29,22,22,42,32,8,4,165,55,112,237,292,350,331,246,67,14,1711
POA3759,0,0,0,0,0,0,0,3,4,14,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,8,13,0,0,48,31,70,78,103,177,193,134,50,14,858
POA3760,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,0,0,0,11,11,20,19,38,67,81,48,5,0,283
POA3761,0,0,3,0,0,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,6,8,11,10,12,13,10,7,0,72,34,74,84,134,190,193,155,66,8,945
POA3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,10,0,4,15,7,18,25,16,3,6,86
POA3763,0,0,0,5,0,3,9,3,0,27,0,0,0,0,0,0,3,0,0,3,8,0,8,23,34,23,13,4,0,114,47,85,185,224,291,260,162,54,9,1319
POA3764,7,11,11,15,22,45,108,138,76,429,0,0,0,5,4,7,6,6,3,28,47,30,64,84,83,103,76,70,32,598,256,581,1237,1216,1440,1295,1135,721,264,8150
POA3765,0,3,12,4,13,17,28,43,28,138,0,0,5,0,0,0,0,4,0,17,15,8,32,28,37,23,32,50,86,313,162,361,774,912,946,797,702,430,213,5302
POA3766,0,0,0,0,3,4,3,0,0,13,0,0,0,0,3,0,0,0,0,3,0,0,5,13,11,0,6,0,0,33,28,49,121,189,234,170,140,62,8,988
POA3767,0,0,0,0,0,5,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,6,5,8,5,40,20,66,113,161,172,185,166,86,25,1000
POA3770,0,0,0,7,5,7,20,23,9,73,0,0,0,0,0,0,0,0,0,9,14,12,22,28,17,23,13,15,8,148,90,202,405,389,425,470,348,178,43,2553
POA3775,0,0,0,12,0,10,21,25,11,81,0,3,0,0,0,0,0,0,0,6,10,10,27,28,27,32,41,35,13,210,95,203,430,460,569,589,528,268,71,3213
POA3777,3,0,15,13,21,41,79,114,51,347,4,3,6,0,0,0,4,4,4,27,37,29,64,68,89,111,84,99,66,639,262,496,1158,1246,1477,1667,1343,794,311,8760
