POA_CODE_2021,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
POA3629,19,5,35,17,20,24,18,25,3,158,6,0,0,0,0,0,0,0,0,5,5,4,3,3,0,0,5,3,0,31,13,6,16,4,5,14,11,20,16,101,296,504,396,371,219,138,129,231,50,2333
POA3630,48,17,183,95,53,58,34,90,7,588,0,0,0,0,0,0,0,7,0,11,18,20,24,14,11,7,11,15,5,118,26,23,38,24,21,26,30,78,45,315,956,2369,1239,1264,813,437,336,822,146,8381
POA3631,36,3,72,37,42,19,10,22,4,251,0,0,0,0,0,0,0,0,0,5,16,17,6,8,7,3,8,8,0,76,30,9,24,7,15,7,7,18,23,137,778,1310,790,595,506,210,159,293,60,4690
POA3633,0,0,0,0,0,7,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,35,56,32,27,17,10,12,11,3,210
POA3634,0,0,9,0,5,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,3,3,0,0,0,3,5,3,20,107,147,110,61,52,19,34,43,10,581
POA3635,0,3,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,24,35,14,17,10,11,13,0,157
POA3636,14,0,24,25,11,10,5,11,0,105,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,4,6,23,5,4,10,4,7,5,11,10,10,60,208,307,234,203,141,53,71,153,37,1404
POA3637,0,0,0,3,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,11,62,31,18,19,10,14,9,22,0,185
POA3638,3,0,7,3,5,6,0,5,0,38,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,6,0,0,12,4,4,7,6,3,8,3,3,5,35,93,128,96,83,51,27,35,65,10,591
POA3639,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,36,25,13,17,8,4,7,17,3,133
POA3640,3,0,3,4,5,0,0,4,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,11,81,36,44,41,16,5,23,51,13,316
POA3641,0,0,0,0,0,9,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,0,19,67,41,55,43,29,25,19,55,0,337
POA3644,26,0,52,32,31,22,12,36,0,214,0,0,0,0,0,0,0,3,0,6,4,0,0,4,0,0,6,9,0,26,13,9,18,16,4,10,6,29,15,119,377,388,386,320,224,98,134,293,32,2249
POA3646,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,11,52,55,31,11,21,5,11,8,0,189
POA3647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,4,0,4,0,14
POA3649,4,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,4,36,17,8,21,13,10,5,22,4,135
POA3658,15,4,25,10,17,5,8,20,3,110,0,0,0,0,0,0,0,0,0,0,3,4,3,6,5,4,3,4,0,38,4,5,14,8,8,0,3,15,9,70,226,367,390,247,180,86,148,146,44,1839
POA3659,5,0,0,4,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,4,4,0,0,0,3,0,0,5,3,15,39,66,46,33,37,11,16,16,8,266
POA3660,10,0,37,26,22,14,6,29,0,141,0,0,0,0,0,0,0,3,0,7,8,11,4,10,5,5,9,7,3,50,9,4,12,6,6,0,9,14,7,73,312,380,369,317,194,107,100,206,28,2020
POA3662,3,6,0,12,3,0,7,3,0,30,0,0,0,0,0,0,0,0,0,0,18,4,0,11,0,0,0,0,0,31,0,0,0,3,0,0,0,0,0,9,95,64,14,126,21,3,26,0,4,360
POA3663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,0,7,0,0,7,3,0,54
POA3664,4,0,5,0,5,0,0,5,0,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,3,0,3,0,0,0,0,0,4,13,80,78,76,43,36,13,15,34,10,386
POA3665,0,4,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,31,34,13,14,12,3,0,8,0,125
POA3666,14,0,25,6,19,5,0,9,0,78,0,0,0,0,0,0,0,0,0,3,6,6,4,3,3,0,0,3,0,32,17,0,5,3,5,4,4,10,5,56,315,314,223,156,137,45,49,147,27,1411
POA3669,0,0,4,0,0,3,5,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,6,0,6,19,111,78,62,47,34,13,17,39,5,409
POA3670,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,40,34,40,20,14,7,10,13,0,175
POA3672,21,6,65,33,16,18,9,22,3,199,0,0,0,0,0,0,0,0,0,5,10,14,7,6,8,0,5,5,0,54,10,4,28,9,16,3,8,24,17,128,362,672,505,488,287,147,128,249,56,2902
POA3673,6,0,4,7,6,0,0,5,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,7,7,5,5,0,0,0,4,0,0,21,151,128,101,60,52,29,31,44,14,618
POA3675,6,0,10,4,3,3,0,10,0,42,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,11,0,0,5,6,3,3,3,6,7,24,125,178,128,90,79,28,30,45,13,723
POA3677,44,5,143,63,33,54,27,66,0,432,0,0,0,0,0,0,0,0,0,0,5,10,6,7,9,8,9,10,0,62,21,13,20,10,22,16,14,34,35,178,629,1542,910,980,539,320,252,414,86,5665
POA3678,23,0,35,20,22,10,5,14,3,124,0,0,0,0,0,0,0,0,0,0,7,3,3,7,0,0,3,0,5,43,23,8,11,9,10,11,5,11,6,94,507,608,382,270,235,99,105,143,31,2392
POA3682,8,0,4,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,62,30,40,24,21,15,11,24,0,230
POA3683,4,3,10,5,0,5,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,5,7,3,0,3,7,4,29,78,118,103,80,61,23,37,44,13,548
POA3685,7,0,20,17,4,0,6,14,0,67,0,0,0,0,0,0,0,3,0,3,4,6,4,0,0,3,0,0,0,16,9,0,0,3,0,3,3,6,7,33,172,219,143,109,94,33,48,84,17,929
POA3687,3,0,12,6,3,3,4,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,6,0,0,4,0,0,0,11,37,55,63,30,24,15,22,35,7,290
POA3688,0,0,7,5,5,4,0,11,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,3,6,0,4,0,3,6,23,83,92,89,69,46,29,34,41,7,483
POA3690,61,25,236,128,86,67,71,90,7,769,0,0,5,7,0,7,0,9,0,29,12,26,16,32,20,13,16,20,5,158,21,14,48,28,20,19,36,47,51,285,1257,2581,1812,1791,1266,572,610,757,166,10814
POA3691,21,4,77,40,37,27,18,23,3,246,0,0,0,0,0,0,0,0,0,8,12,7,5,8,4,4,9,4,4,66,23,13,17,8,11,7,15,8,13,126,842,1202,863,646,530,170,217,218,66,4763
POA3695,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,8,47,41,25,12,18,8,8,21,0,182
POA3697,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,38,41,38,23,21,6,7,8,4,188
POA3698,9,5,8,0,4,0,0,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,11,79,92,66,39,31,19,9,23,6,353
POA3699,7,0,16,7,0,3,0,13,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,3,0,0,0,0,0,8,79,83,74,75,24,18,15,51,6,424
POA3700,5,0,10,0,4,0,0,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,5,10,3,23,46,73,91,54,43,10,29,51,5,415
POA3701,9,0,0,3,4,8,0,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,14,106,46,36,37,27,10,15,33,8,324
POA3704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,3,0,10
POA3705,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,15,3,13,6,0,0,8,6,79
POA3707,7,0,12,6,7,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,12,128,102,75,70,44,23,23,44,6,515
POA3708,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,9,0,0,4,0,22
POA3709,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,0,9,31,7,8,11,9,0,5,13,0,83
POA3711,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,38,41,38,25,11,12,10,16,0,191
POA3712,3,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,17,27,8,9,5,10,11,0,97
POA3713,4,0,8,7,4,7,0,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,6,0,0,0,7,50,40,50,50,13,14,6,22,3,252
POA3714,11,6,22,13,8,3,7,11,0,74,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,13,7,5,10,7,3,0,4,5,5,41,180,228,200,157,121,40,48,73,20,1078
POA3715,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,26,18,25,12,11,5,3,14,7,125
POA3717,9,3,18,5,4,6,0,9,0,52,0,0,0,0,0,0,0,0,0,0,3,6,0,0,7,0,0,3,0,21,7,5,5,4,4,8,3,8,5,43,201,198,203,112,85,52,65,79,18,1011
POA3718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,5,0,3,3,0,0,10,0,34
POA3719,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,25,15,16,13,3,6,9,0,121
POA3720,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,46,40,36,31,22,12,9,22,3,223
POA3722,14,3,49,14,15,21,3,16,0,134,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,3,0,0,0,20,8,0,11,7,0,3,3,10,11,46,314,416,395,251,186,117,75,114,23,1891
POA3723,3,0,18,6,7,12,0,4,0,58,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,3,0,13,7,0,9,6,0,0,0,6,3,36,248,243,148,138,92,65,49,91,11,1080
POA3725,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,52,32,30,24,20,4,12,19,0,190
POA3726,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,36,20,11,8,7,3,3,14,0,112
POA3727,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,24,15,10,12,6,0,3,4,0,77
POA3728,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,34,28,24,31,8,6,17,22,5,166
POA3730,33,5,72,40,22,27,3,13,4,224,0,0,0,0,0,0,0,0,0,6,5,6,9,4,5,0,0,10,0,32,16,6,7,7,12,15,14,17,0,94,389,565,485,347,249,134,94,195,40,2517
POA3732,0,0,8,3,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,0,0,0,0,0,0,0,6,60,39,31,23,16,8,9,23,0,202
POA3733,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,18,12,13,3,3,3,3,0,80
POA3735,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,4,0,15,54,47,33,18,20,15,11,32,5,236
POA3737,7,0,29,19,10,9,4,8,0,97,0,0,0,0,0,0,0,6,0,4,4,3,3,3,0,0,7,3,0,24,5,0,11,8,3,0,9,13,0,55,187,296,244,184,126,77,83,118,15,1336
POA3738,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,14,11,13,5,7,4,3,12,0,73
POA3739,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,19,16,11,4,14,6,4,8,0,78
POA3740,4,0,11,5,0,4,3,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,10,91,103,81,54,42,24,20,38,4,450
POA3741,22,0,43,18,3,6,6,21,0,120,0,0,0,0,0,0,0,0,0,0,5,4,0,9,0,0,0,0,3,26,3,0,9,0,0,0,3,7,0,25,243,310,207,146,90,73,41,100,17,1218
POA3744,0,0,6,0,0,3,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,28,63,28,16,14,7,4,11,6,177
POA3746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,10,25,35,15,16,0,3,6,6,122
POA3747,17,3,44,11,11,6,0,11,0,105,0,0,0,0,0,0,0,0,0,0,6,11,8,0,7,4,0,0,3,37,7,4,8,3,0,5,3,5,10,41,333,604,216,215,140,76,39,116,30,1774
POA3749,3,0,7,3,3,0,0,5,0,23,0,0,0,0,0,0,0,0,0,0,7,4,6,0,0,0,0,0,0,15,4,0,0,4,4,0,0,5,5,20,142,282,88,62,74,30,29,49,10,766
POA3750,70,9,183,94,66,54,107,61,12,658,0,0,0,5,0,0,0,4,0,8,12,22,21,31,29,11,34,31,5,203,14,10,40,40,21,18,33,28,48,241,744,2105,1209,1359,1045,456,761,553,181,8397
POA3751,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,6,7,4,6,3,3,0,0,39
POA3752,59,17,139,65,68,56,29,41,10,481,0,0,0,0,0,0,0,0,0,6,16,33,24,23,21,13,12,19,9,162,15,16,37,23,25,15,19,18,42,212,1105,2346,1332,1108,1205,580,387,463,166,8685
POA3753,15,0,18,20,15,17,21,13,0,117,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,19,7,0,15,4,0,7,4,6,9,49,196,324,303,226,207,81,131,90,37,1601
POA3754,130,37,324,222,162,130,92,103,11,1200,0,5,0,0,5,0,4,0,0,12,33,43,32,51,48,11,29,27,12,284,28,32,70,36,45,29,32,39,63,375,2168,4831,2955,2747,2354,1072,837,961,299,18229
POA3755,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,13,8,12,0,0,3,0,79
POA3756,27,6,97,42,53,45,28,35,5,342,0,0,0,0,0,5,0,0,0,7,9,13,11,11,10,7,13,8,5,92,13,5,35,10,16,5,20,10,39,172,556,937,1101,758,614,265,338,311,108,4980
POA3757,14,0,38,23,41,25,0,11,0,161,0,0,0,0,0,0,0,0,0,4,8,5,8,3,7,3,12,4,0,52,10,12,28,7,6,9,12,11,17,113,392,596,745,430,374,164,146,182,55,3086
POA3758,0,0,17,5,0,5,0,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,6,5,0,5,4,3,8,4,29,110,129,211,91,87,35,53,47,10,769
POA3759,0,0,6,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,6,0,0,3,0,0,0,10,86,117,91,48,50,21,16,16,0,440
POA3760,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,39,26,8,32,4,0,6,0,146
POA3761,3,0,6,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,6,0,0,4,0,0,0,0,13,0,0,4,0,0,0,0,0,7,10,66,118,79,49,51,11,19,29,11,434
POA3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,9,3,3,3,0,0,4,40
POA3763,10,0,10,6,10,4,0,4,0,46,0,0,0,0,0,0,0,0,0,0,8,0,5,0,4,0,0,0,0,15,0,0,3,4,0,0,4,0,0,15,85,122,151,95,57,20,34,41,11,614
POA3764,25,4,58,31,16,20,11,23,4,187,0,0,0,0,0,0,0,0,0,0,5,10,10,20,7,3,8,0,5,74,3,5,16,5,9,5,11,11,14,87,383,698,651,447,394,146,197,216,71,3215
POA3765,11,3,34,16,22,9,4,19,0,115,0,0,0,0,0,0,0,0,0,0,7,11,8,0,9,0,0,6,0,32,7,0,19,3,5,9,0,3,10,52,347,620,552,271,313,96,83,128,37,2459
POA3766,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,3,78,187,76,56,56,21,12,24,6,515
POA3767,5,0,9,3,4,0,0,6,0,20,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,0,0,0,0,10,3,0,0,0,0,0,0,0,9,13,99,196,76,40,38,21,12,12,3,502
POA3770,13,0,19,4,9,7,0,6,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,9,5,5,0,0,6,3,39,219,228,314,98,113,60,42,69,27,1166
POA3775,15,0,24,11,14,12,6,5,0,83,0,0,0,0,0,0,0,0,0,0,3,6,8,4,0,3,0,0,3,24,5,0,10,4,7,4,0,5,7,42,270,327,295,145,174,77,53,72,17,1436
POA3777,31,5,77,29,27,18,5,27,4,225,0,0,0,0,0,0,0,0,0,4,6,18,11,7,5,0,6,0,0,61,10,7,16,11,5,5,13,16,12,98,534,805,750,454,378,168,144,253,51,3537
POA3778,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,15,9,4,3,0,5,0,77
POA3779,3,0,6,0,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,28,29,24,13,10,3,20,0,145
POA3781,11,6,23,15,9,14,4,8,3,88,0,0,0,0,0,0,0,0,0,0,6,6,3,3,6,0,3,0,0,23,4,5,10,4,4,3,3,3,0,44,204,324,396,215,186,70,68,102,19,1590
POA3782,18,4,34,19,14,13,7,9,0,103,0,0,0,0,0,0,0,0,0,0,7,16,7,7,0,0,0,0,0,51,7,0,21,4,12,0,12,7,15,81,463,790,606,324,330,113,103,146,54,2937
POA3783,5,0,12,9,8,3,3,3,0,41,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,14,3,0,6,4,0,0,3,3,0,28,121,209,196,118,90,29,34,51,10,864
POA3785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,6,0,4,0,0,0,0,25
POA3786,6,0,4,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,11,136,236,95,44,56,17,13,17,4,623
POA3787,0,0,10,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,5,0,5,0,4,0,0,0,0,10,4,0,4,0,0,0,0,0,0,11,80,139,45,33,48,12,4,17,3,379
POA3788,12,0,12,0,4,4,0,0,0,31,0,0,0,0,0,0,0,0,0,0,6,0,0,8,3,0,0,0,0,9,3,3,0,0,0,0,0,0,4,16,146,220,96,72,73,28,9,31,10,688
POA3789,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,29,42,6,11,12,6,0,4,3,106
POA3791,0,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,11,0,0,3,0,0,0,0,0,3,11,95,220,72,58,43,17,9,20,15,561
POA3792,3,0,4,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,70,161,66,39,34,15,6,16,3,406
POA3793,9,3,22,6,5,0,0,4,0,54,0,0,0,0,0,0,0,0,0,0,6,0,5,9,3,3,3,0,0,29,0,3,8,0,3,0,4,7,3,26,188,290,275,152,129,61,37,69,19,1231
POA3795,4,0,11,9,9,0,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,4,0,7,14,87,97,116,44,45,21,20,22,6,462
POA3796,25,3,63,27,29,13,13,21,4,195,0,0,0,0,0,0,0,0,0,3,9,13,5,10,0,0,8,0,5,51,3,3,20,4,7,6,7,8,10,68,520,868,807,468,415,166,133,222,50,3654
POA3797,12,3,25,11,17,8,0,11,4,88,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,3,0,14,3,3,5,5,0,6,9,9,6,40,150,176,234,154,119,55,65,95,26,1072
POA3799,5,5,30,11,7,10,4,11,5,87,0,0,0,0,0,0,0,0,0,0,0,6,6,9,3,0,4,4,0,32,5,0,13,9,6,4,6,8,6,58,186,330,354,267,165,77,75,124,24,1599
POA3802,34,14,98,43,52,38,27,46,3,359,0,0,0,0,0,0,0,0,0,6,12,17,15,17,24,17,13,10,0,128,18,24,36,15,28,18,25,13,51,227,876,2077,1196,905,1096,468,426,479,161,7692
POA3803,11,0,43,27,13,16,13,27,0,148,0,0,0,0,0,0,0,0,0,0,5,8,7,9,7,4,6,5,4,52,12,3,14,8,8,7,15,18,21,109,318,583,480,403,371,167,219,269,57,2870
POA3804,9,0,28,12,17,18,4,10,0,100,0,0,0,0,0,0,0,0,0,3,7,3,8,3,10,4,7,0,6,49,10,8,12,3,5,0,0,11,16,73,515,730,504,211,397,152,116,128,69,2823
POA3805,93,23,279,155,125,105,89,109,14,994,3,0,3,0,0,0,5,4,0,16,25,36,38,44,52,17,29,38,7,288,43,37,102,38,48,29,60,47,120,519,2093,4193,3289,2412,2582,1077,1139,1277,390,18466
POA3806,96,28,241,149,130,79,37,61,10,837,0,0,0,0,0,3,0,0,0,8,35,57,35,43,49,17,23,26,9,283,53,48,71,33,61,31,34,35,87,455,2719,5659,2677,2062,2349,1038,717,849,294,18370
POA3807,10,0,39,31,19,14,9,11,3,146,0,0,0,0,0,0,0,0,0,5,9,12,9,7,5,0,0,0,0,45,9,8,10,7,10,4,3,5,8,65,439,779,522,300,388,155,88,142,42,2856
POA3808,13,0,15,5,10,6,0,4,0,54,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,24,4,0,13,3,9,5,5,4,0,45,253,297,231,90,138,58,23,64,20,1169
