POA_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
POA3727,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,3,0,0,0,5,4,15,11,11,17,26,3,29,0,120
POA3728,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,5,0,0,5,24,16,60,26,17,47,50,21,46,11,301
POA3730,7,26,12,6,31,35,11,21,0,146,13,17,7,5,19,22,4,9,21,111,270,650,451,342,675,802,231,462,69,3946
POA3732,0,0,0,4,0,4,0,0,0,13,0,0,4,0,3,0,0,0,4,16,17,31,26,34,57,54,13,61,10,301
POA3733,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,12,21,21,11,9,16,7,12,0,117
POA3735,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,4,0,7,3,21,20,48,45,37,38,72,30,60,20,364
POA3737,3,11,11,0,11,14,9,10,4,69,7,9,12,4,7,11,3,5,15,89,143,325,291,196,364,365,106,242,60,2093
POA3738,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,3,16,19,8,20,14,3,17,6,108
POA3739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,22,20,0,22,20,10,14,0,122
POA3740,0,3,8,0,0,0,0,4,0,24,0,6,0,0,6,4,0,3,3,20,44,101,83,69,90,103,37,94,11,634
POA3741,6,11,8,3,8,3,0,6,0,49,14,13,11,3,5,7,0,4,10,57,147,289,216,157,259,270,82,178,26,1632
POA3744,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,27,41,30,28,28,29,10,24,3,223
POA3746,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,12,16,16,11,37,33,12,14,0,157
POA3747,3,6,4,3,4,7,0,11,0,46,5,15,4,5,13,10,0,5,19,80,188,372,309,218,404,404,110,298,42,2349
POA3749,0,0,3,4,3,6,0,3,0,28,0,8,5,0,0,9,0,4,3,24,60,167,135,104,143,184,53,148,11,1001
POA3750,26,57,59,22,108,66,15,13,0,371,26,41,56,36,147,123,19,30,126,594,457,1248,1403,971,3093,2491,527,803,257,11246
POA3751,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,4,5,7,5,7,7,7,21,0,6,4,58
POA3752,23,66,58,34,121,66,26,27,6,419,23,50,40,34,149,111,15,38,106,565,602,1725,1503,1037,3271,2875,659,1059,221,12943
POA3753,9,11,7,5,25,13,9,7,0,85,5,16,12,4,20,38,3,11,27,136,131,239,246,181,570,537,151,265,43,2350
POA3754,77,152,138,59,204,199,46,89,7,975,36,64,67,53,246,207,46,83,153,967,1225,3339,2780,1931,5989,5682,1485,2414,367,25205
POA3755,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,8,8,36,11,12,0,100
POA3756,29,43,38,22,75,62,18,26,9,315,12,23,30,23,106,82,23,47,69,415,392,944,824,602,1814,1712,468,830,175,7744
POA3757,18,28,27,13,35,45,14,21,0,207,16,16,13,9,43,54,10,24,32,226,264,657,505,353,831,1005,278,558,94,4548
POA3758,7,11,12,3,15,18,4,8,0,68,5,3,6,7,5,13,0,3,10,55,57,158,131,83,205,234,66,162,25,1117
POA3759,3,0,0,0,0,0,0,0,0,14,3,7,0,0,3,5,0,0,3,21,49,100,48,44,88,130,28,80,10,578
POA3760,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,12,47,18,14,24,49,11,26,3,209
POA3761,4,6,11,3,5,7,0,3,0,30,3,6,0,0,4,4,0,4,5,21,36,96,77,45,88,131,29,65,14,587
POA3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,7,3,6,10,4,15,3,62
POA3763,9,10,9,0,4,15,3,8,4,49,3,0,0,0,8,4,0,5,8,32,68,125,88,60,165,182,53,90,26,848
POA3764,15,26,21,18,34,50,14,19,4,197,5,27,25,19,37,43,11,26,37,230,255,695,534,373,895,1088,291,644,102,4875
POA3765,17,15,21,19,19,37,10,9,0,152,8,17,13,5,30,31,7,16,19,146,195,522,428,278,598,816,218,383,41,3473
POA3766,0,3,0,0,3,8,0,4,0,20,0,5,0,0,6,5,0,0,0,19,38,122,73,61,120,129,41,75,3,664
POA3767,0,6,4,0,5,5,0,5,0,22,0,7,0,0,0,7,3,7,4,30,34,121,51,47,112,131,44,87,10,640
POA3770,4,17,9,0,10,22,10,16,0,94,3,5,10,3,14,16,3,11,12,76,105,278,192,135,302,376,106,233,42,1765
POA3775,5,22,19,9,22,21,7,18,0,121,6,11,14,3,10,19,7,6,20,93,133,317,238,162,349,451,122,280,46,2097
POA3777,13,45,45,17,39,48,6,29,3,240,13,25,15,17,40,41,6,21,33,213,379,904,689,437,833,1033,262,522,84,5142
POA3778,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,3,3,0,10,15,16,17,12,24,21,3,14,0,117
POA3779,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,20,36,32,22,39,18,5,17,0,196
POA3781,9,15,14,6,15,22,9,13,0,96,8,18,12,4,19,34,9,11,18,131,155,318,262,166,424,536,155,251,48,2321
POA3782,10,33,25,12,41,30,9,23,5,190,4,26,20,14,41,44,11,22,21,196,220,665,464,340,707,858,299,523,67,4146
POA3783,7,11,8,3,5,13,0,6,0,51,5,9,3,3,10,23,0,9,4,74,77,196,122,94,234,273,63,155,32,1255
POA3785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,3,10,5,0,0,0,32
POA3786,3,9,0,0,5,4,0,9,0,21,6,4,3,0,10,4,0,7,6,40,58,137,78,55,129,178,51,111,6,808
POA3787,0,0,0,0,5,0,0,4,0,18,0,0,4,0,0,4,0,0,5,16,49,84,61,44,98,85,27,69,4,527
POA3788,3,5,0,5,7,4,5,6,0,32,5,8,6,0,4,14,3,5,5,45,69,162,95,75,134,182,46,114,8,892
POA3789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,9,10,26,8,16,27,5,23,3,137
POA3791,5,0,5,0,7,3,0,0,0,20,0,0,5,3,3,7,6,3,8,32,34,146,82,75,112,142,53,92,9,744
POA3792,0,4,0,0,0,0,0,5,0,14,0,5,4,6,3,4,3,0,0,27,35,102,72,55,78,89,39,59,4,543
POA3793,5,11,11,3,11,19,5,5,0,75,4,5,12,0,13,11,5,9,7,70,121,276,221,151,308,372,103,186,21,1763
POA3795,4,4,4,0,0,14,0,3,0,39,3,3,4,6,3,3,0,0,0,24,35,102,90,56,106,165,36,87,14,691
POA3796,24,49,33,19,36,53,12,27,3,252,11,27,18,13,46,46,11,19,26,233,337,817,685,388,957,1167,297,583,64,5289
POA3797,12,10,4,3,9,16,3,13,0,71,5,13,10,0,17,15,7,7,21,99,110,246,214,132,318,332,93,152,48,1655
POA3799,12,14,14,8,22,30,4,5,7,116,11,31,13,9,33,27,5,21,32,179,186,421,294,227,488,462,115,215,84,2482
POA3802,28,68,71,23,87,95,16,33,5,421,13,59,39,28,169,153,26,48,110,654,439,1588,1292,870,2820,2504,539,855,240,11135
POA3803,21,34,24,12,40,25,8,14,3,178,14,35,31,15,81,72,15,12,56,329,174,635,551,357,1246,966,209,305,124,4572
POA3804,14,36,20,20,30,38,15,28,0,193,4,28,18,13,49,46,13,33,44,249,181,689,480,340,760,944,259,550,74,4277
POA3805,89,182,140,67,283,275,59,81,7,1186,50,132,132,88,452,347,62,127,282,1676,1290,3958,3311,2183,7190,6166,1526,2311,529,28461
POA3806,61,143,122,64,191,170,41,93,11,891,29,118,95,60,282,276,64,100,153,1179,1136,3675,2925,1975,5844,5826,1506,2649,354,25882
POA3807,12,33,27,15,29,27,10,20,0,168,0,23,12,10,42,32,9,26,20,177,199,682,474,309,817,878,296,509,40,4210
POA3808,0,15,14,5,18,7,5,10,0,72,0,10,9,4,9,12,5,10,6,67,80,287,227,113,250,337,102,260,25,1680
POA3809,38,63,51,23,90,64,17,36,0,392,16,33,34,26,137,114,25,42,77,496,540,1196,1089,784,2739,2490,606,936,148,10526
POA3810,100,141,132,62,250,227,60,87,5,1071,44,114,96,75,373,329,53,126,228,1439,1314,3403,2902,2064,6375,5592,1522,2539,467,26180
POA3812,0,13,7,6,9,19,3,8,0,60,4,8,10,0,9,16,4,8,7,65,69,203,160,106,211,256,73,191,22,1291
POA3813,3,4,0,4,5,5,0,5,3,35,0,0,4,0,0,0,0,4,4,20,37,66,58,38,87,105,31,71,12,495
POA3814,0,9,10,4,13,19,3,11,3,70,3,11,0,0,13,13,6,8,9,60,63,201,130,94,202,262,68,208,34,1273
POA3815,3,17,5,3,8,17,3,7,7,73,4,15,8,0,16,19,10,12,23,105,103,272,214,111,305,369,105,236,58,1779
POA3816,0,13,8,9,8,23,7,8,0,70,10,6,5,9,22,23,7,6,22,102,86,201,151,113,266,291,78,235,49,1462
POA3818,25,58,44,29,69,81,8,43,9,360,11,36,21,16,50,62,16,36,61,313,426,1212,947,668,1483,1484,424,987,157,7785
POA3820,30,64,53,44,85,82,32,63,0,452,21,39,16,13,54,66,20,29,54,307,531,1418,1083,816,1818,1809,532,1206,128,9342
POA3821,7,14,4,4,10,16,0,13,0,57,4,7,8,0,13,5,3,13,12,64,109,308,194,139,211,279,76,293,40,1657
POA3822,0,4,0,0,10,7,0,4,0,29,0,3,0,0,5,0,3,0,12,29,23,72,71,35,101,82,32,84,15,508
POA3823,6,0,0,4,6,9,6,3,0,34,3,6,0,0,5,3,0,8,4,30,62,163,124,77,179,161,61,144,13,991
POA3824,4,15,17,7,15,16,4,20,3,96,3,11,4,4,21,19,6,9,28,101,134,380,308,186,453,451,132,361,73,2488
POA3825,12,59,38,27,81,84,11,31,6,348,26,44,23,14,61,79,16,49,89,400,469,1284,1055,719,1707,1519,426,807,213,8196
POA3831,0,9,0,0,10,8,3,7,0,45,0,4,9,0,6,3,0,3,5,31,49,133,117,71,149,160,60,130,16,882
POA3832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,26,14,9,15,19,4,24,0,124
POA3833,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,6,5,19,12,6,32,26,4,16,6,128
POA3835,0,0,0,0,0,9,3,0,0,16,0,0,0,0,0,0,0,0,0,6,12,48,33,15,27,36,9,44,8,231
POA3840,12,38,21,10,61,49,10,27,3,237,17,31,25,22,61,64,20,18,61,321,328,996,820,525,1303,1043,318,565,171,6068
POA3842,0,10,6,8,13,10,3,9,0,61,5,9,8,5,8,15,4,4,15,75,110,301,223,175,394,322,92,161,32,1816
POA3844,46,93,74,40,102,122,25,46,4,553,32,55,36,27,79,68,22,72,101,476,843,2104,1679,1264,3109,2804,989,1590,214,14599
POA3847,0,9,4,3,3,3,0,10,0,35,0,3,0,0,11,4,0,6,9,40,56,127,91,64,180,171,61,177,27,960
POA3850,8,46,46,10,45,50,10,15,7,239,10,21,13,14,34,45,6,16,52,223,338,1042,827,537,1257,1365,391,767,124,6654
POA3851,6,13,13,6,6,29,4,4,0,79,6,9,7,10,4,19,4,22,23,117,140,344,292,187,292,408,131,411,59,2267
POA3852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,17,54,18,83,0,192
POA3854,0,3,0,0,0,8,3,0,0,22,0,0,0,3,3,13,6,5,6,31,49,103,77,58,94,182,63,108,27,768
POA3856,0,9,0,0,10,4,0,3,0,19,0,0,0,0,7,0,0,4,3,9,33,74,54,42,102,88,27,67,8,511
POA3857,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,14,7,28,23,18,19,31,10,25,16,182
POA3858,9,4,7,0,13,14,3,9,0,54,3,10,3,0,6,6,0,5,8,47,82,192,140,100,178,241,72,251,26,1290
POA3859,5,0,0,0,7,5,0,0,0,14,0,0,4,0,3,4,0,4,4,16,20,53,51,37,58,88,26,104,7,458
POA3860,16,19,21,11,21,34,11,13,0,139,12,16,8,4,10,29,4,18,18,116,248,467,373,286,542,627,188,436,58,3225
POA3862,7,12,8,11,12,15,0,3,0,66,4,13,5,4,12,18,3,15,13,78,92,233,182,139,297,328,92,224,33,1619
POA3864,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,20,9,6,21,16,3,25,0,103
POA3865,0,4,0,0,3,4,0,0,0,16,3,4,0,0,7,0,0,0,0,12,19,32,33,22,56,46,15,31,5,252
POA3869,0,8,3,0,7,3,6,8,0,43,9,4,0,0,5,3,0,4,6,40,63,114,93,74,179,153,45,128,25,871
POA3870,0,5,3,0,0,0,0,3,0,13,9,6,0,0,6,8,0,8,6,32,31,101,76,35,89,110,23,80,16,560
POA3871,3,4,5,0,9,7,4,4,0,45,0,5,0,0,11,13,4,6,15,52,78,199,184,124,215,213,90,169,40,1306
POA3873,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,10,18,10,13,35,10,30,3,144
POA3874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,41,35,19,24,50,18,43,0,250
POA3875,17,54,48,44,77,78,20,35,4,380,20,42,46,26,68,39,12,41,64,358,464,1308,1147,870,1640,1475,461,929,185,8481
POA3878,0,4,0,9,10,0,4,5,0,27,0,4,0,0,0,0,0,0,8,13,35,89,51,47,94,91,30,55,14,508
POA3880,0,6,4,3,10,9,0,6,0,45,4,9,4,4,3,4,0,6,3,39,96,257,191,133,239,214,55,135,24,1355
POA3882,0,0,6,0,0,4,0,5,3,23,6,0,5,0,6,3,0,0,6,32,38,72,83,46,130,98,38,74,23,605
POA3885,0,5,0,5,6,7,0,11,0,41,0,0,4,4,5,4,0,3,16,40,61,143,111,81,138,164,41,133,23,891
POA3886,0,4,5,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,4,10,10,25,17,14,23,34,9,31,9,161
POA3887,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,4,3,7,21,14,4,17,12,7,10,9,105
POA3888,0,10,6,8,8,10,7,0,0,40,4,9,3,0,3,9,0,0,13,42,79,228,183,145,206,203,55,188,30,1314
POA3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,4,5,7,3,4,8,0,45
POA3890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,23,21,6,16,18,3,16,0,105
POA3891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,5,7,0,0,12,0,38
POA3892,0,5,0,3,0,0,0,0,0,5,0,6,5,0,0,4,0,0,0,20,37,114,78,31,47,73,20,50,8,462
POA3893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,10,0,18
POA3895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,14,4,12,12,9,12,12,3,35,3,98
POA3896,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,16,6,20,21,10,25,27,17,38,10,166
POA3898,0,4,0,0,0,3,0,0,0,8,0,0,0,0,4,0,0,0,6,14,19,58,55,30,36,48,12,62,9,338
POA3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,9,6,3,8,14,4,29,4,73
POA3902,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,6,36,16,18,26,35,6,16,5,160
POA3903,0,0,3,0,4,3,5,0,0,16,0,4,0,0,0,0,0,4,17,18,22,51,37,25,54,54,11,47,17,308
POA3904,4,10,0,0,3,7,4,5,0,32,0,11,0,0,0,3,0,6,8,21,63,165,92,68,119,109,38,76,19,756
POA3909,7,20,18,10,20,19,0,4,0,93,13,10,10,10,20,13,0,10,34,116,219,575,411,277,462,510,103,304,76,2939
POA3910,54,68,72,26,85,106,29,54,0,503,17,53,40,21,116,123,31,59,67,528,717,1729,1460,1040,2512,2790,773,1364,134,12506
POA3911,8,24,12,6,21,24,3,11,0,104,3,9,10,9,14,16,4,9,16,89,91,276,230,182,326,433,95,217,33,1884
POA3912,31,54,52,30,77,67,21,40,0,369,15,25,25,13,75,68,9,35,54,330,453,1165,979,745,1481,1701,526,929,113,8095
POA3913,11,21,15,12,23,16,7,12,0,104,4,4,11,3,7,13,0,9,11,65,94,312,252,150,316,328,109,255,34,1847
POA3915,20,24,38,17,42,38,13,14,0,204,13,29,20,13,41,36,3,17,33,201,286,660,529,335,890,863,240,445,68,4321
POA3916,0,5,3,0,3,0,0,0,0,7,0,8,6,3,0,3,0,0,5,23,30,92,78,34,40,96,14,74,9,458
POA3918,9,19,13,8,21,10,0,6,0,94,7,8,8,3,16,11,3,10,11,80,138,323,265,172,368,402,111,227,27,2031
POA3919,3,12,17,0,7,14,5,6,0,66,4,10,3,4,15,13,5,8,5,72,96,262,226,158,303,317,88,151,20,1618
POA3920,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,8,15,22,19,59,216,312,80,192,19,939
POA3921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,11,4,3,6,6,7,0,57
POA3922,8,26,23,9,18,18,13,17,3,136,16,23,23,11,14,21,10,12,32,166,361,747,547,354,633,651,170,346,97,3902
POA3923,3,5,5,3,0,5,0,0,0,15,4,5,0,0,0,3,0,0,0,7,36,59,43,35,49,62,11,36,4,329
POA3925,3,18,7,0,5,6,0,7,0,58,0,10,9,3,7,9,0,3,13,60,152,376,288,173,306,346,110,212,31,1991
POA3926,0,11,9,3,4,7,0,0,0,34,0,21,7,7,4,5,0,4,14,71,107,292,213,133,215,295,94,191,37,1585
POA3927,7,3,3,4,0,4,0,0,0,24,0,8,5,4,4,3,0,0,5,27,57,180,114,88,100,144,33,96,11,825
POA3928,0,0,0,0,0,0,0,0,0,3,0,3,3,0,5,0,0,0,0,18,16,38,34,20,31,38,9,33,3,225
POA3929,0,0,0,0,0,3,0,0,0,12,4,3,0,0,5,4,0,0,3,22,28,107,72,47,32,71,22,65,13,446
POA3930,23,52,40,26,31,44,8,32,0,256,13,55,30,28,50,62,17,46,47,340,480,1559,1098,736,1153,1810,561,1442,103,8937
POA3931,55,74,55,28,67,72,20,33,4,407,20,57,29,21,81,82,30,45,68,445,720,1803,1349,997,1913,2266,668,1274,181,11179
POA3933,3,4,0,3,0,7,0,0,0,20,0,5,3,0,0,0,0,0,0,16,46,88,63,42,80,117,41,89,4,572
POA3934,35,75,46,32,38,52,16,35,6,320,20,61,27,21,69,91,17,55,47,410,569,1694,1188,793,1417,1905,571,1167,120,9421
POA3936,28,35,38,13,44,37,15,21,0,231,13,42,15,14,32,53,9,26,50,253,433,991,729,505,940,1149,333,632,115,5832
POA3937,0,3,6,0,0,0,4,0,0,16,0,7,3,0,3,4,5,9,10,32,51,141,105,91,94,160,37,118,19,824
POA3938,5,11,10,4,8,12,0,6,0,60,4,19,8,4,3,7,0,3,12,63,127,283,199,109,243,228,73,143,29,1442
POA3939,30,54,32,22,45,38,11,13,3,247,19,46,20,14,35,43,9,21,61,264,543,1169,853,567,1133,1168,310,575,184,6505
POA3940,12,17,5,7,13,11,5,3,0,77,14,10,6,0,8,11,6,6,22,88,127,280,211,156,305,313,70,107,49,1626
POA3941,28,34,34,19,32,22,9,13,0,195,13,46,38,32,37,55,9,19,65,310,477,1026,774,505,873,1115,270,562,133,5732
POA3942,0,9,5,0,0,5,0,0,0,25,6,10,7,0,4,12,3,4,10,58,102,234,141,83,116,197,60,139,25,1092
POA3943,0,0,0,0,0,0,0,4,0,11,6,6,7,0,0,8,0,0,7,41,54,171,117,53,59,140,29,108,10,742
POA3944,0,6,0,0,0,6,0,0,0,7,5,5,5,0,4,0,0,6,3,26,21,67,53,25,32,37,7,63,9,303
POA3945,3,3,4,0,0,4,0,0,0,17,3,3,0,0,3,0,0,6,0,16,35,84,72,40,90,91,25,87,10,530
POA3946,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,5,10,20,24,16,26,29,5,24,3,158
POA3950,6,19,14,7,19,16,8,19,3,102,8,11,20,11,14,24,6,12,21,122,116,375,306,206,375,403,112,284,53,2236
POA3951,0,5,0,3,8,7,0,0,0,18,0,4,4,0,4,0,0,0,0,17,26,101,75,46,56,88,23,81,9,517
POA3953,6,21,18,17,28,37,9,28,8,165,13,18,5,10,27,17,3,11,32,139,188,629,444,303,559,680,221,575,84,3672
POA3954,0,5,0,0,5,5,0,0,0,9,0,3,0,0,0,0,0,0,0,6,10,43,26,22,35,29,3,37,0,207
POA3956,0,11,3,9,4,10,3,0,0,41,3,7,14,5,0,5,3,9,11,56,92,290,148,110,156,220,60,214,32,1320
POA3957,0,4,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,8,10,21,28,18,16,21,9,35,0,153
POA3958,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,5,10,14,27,17,16,6,22,8,33,3,146
POA3959,0,7,0,0,0,0,0,0,0,13,4,0,4,0,0,0,0,0,14,27,41,100,74,53,62,70,26,103,20,556
POA3960,3,4,4,0,3,10,0,0,3,37,0,8,5,0,0,6,0,5,6,31,74,205,148,101,121,166,44,149,28,1045
POA3962,0,0,0,0,3,0,0,0,0,12,3,0,0,0,0,5,0,0,3,18,24,91,46,26,45,68,12,54,9,373
POA3964,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,6,21,20,4,11,14,12,9,0,91
POA3965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,14,9,12,17,3,7,3,71
POA3966,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,10,10,28,37,21,29,47,11,54,11,239
POA3967,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,4,0,7,0,8,3,23,0,51
POA3971,3,17,8,6,11,11,0,10,0,54,10,8,5,3,7,14,0,8,30,78,82,256,199,156,238,287,74,273,53,1630
POA3975,21,42,32,18,73,59,9,25,3,291,9,50,36,28,151,132,14,46,126,593,354,993,1023,667,2420,2091,417,657,232,8858
POA3976,41,61,54,29,129,88,27,30,5,470,16,84,49,48,275,185,27,45,161,901,447,1420,1257,899,3254,2268,490,780,283,11108
POA3977,151,267,276,139,523,414,114,175,16,2067,109,250,262,198,874,667,139,228,544,3272,2529,6836,6494,4566,14279,12125,3052,4838,1100,55823
POA3978,72,95,109,44,214,141,31,68,11,784,41,103,95,56,287,225,46,64,204,1114,978,2340,2551,1846,6183,4863,1080,1798,419,22062
POA3979,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,10,30,26,14,15,43,12,33,9,187
POA3980,7,9,14,3,12,17,6,6,0,75,0,11,12,4,18,20,4,11,18,99,103,240,219,133,398,382,100,202,30,1806
POA3981,11,19,10,10,18,31,7,19,0,128,9,10,11,8,42,32,7,20,29,161,119,355,323,219,513,559,162,418,73,2738
POA3984,14,24,24,17,28,47,3,13,0,175,14,24,12,8,31,35,5,16,34,180,206,449,374,254,624,675,174,407,101,3252
POA3987,3,6,3,3,8,7,0,8,0,42,3,4,4,5,7,7,0,3,10,44,57,92,76,76,147,164,31,136,30,809
POA3988,3,9,4,0,0,7,4,4,0,31,4,3,0,0,3,3,4,0,5,22,39,95,52,43,80,86,35,109,12,558
POA3990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,5,6,5,9,24,3,65
POA3991,3,5,0,0,5,0,0,0,0,14,0,0,0,3,0,0,0,0,6,13,13,37,23,12,25,35,0,22,7,178
POA3992,0,0,3,0,4,0,0,3,0,18,6,6,0,0,7,6,0,0,6,29,44,117,94,58,104,108,23,82,16,641
POA3995,22,43,34,16,44,36,3,23,0,215,13,35,14,13,21,27,3,11,35,182,293,855,636,487,773,848,188,383,87,4555
POA3996,12,18,4,12,6,8,3,5,3,76,7,8,14,3,12,13,0,11,21,90,205,516,373,229,366,483,122,299,50,2652
