POA_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA3000,14,119,336,124,42,36,8,0,0,677,19,292,542,165,77,48,17,6,0,1163,677,5588,12560,4237,1597,932,268,41,3,25902
POA3002,0,4,17,24,16,22,9,0,0,91,0,3,19,24,14,16,6,9,0,85,35,208,1002,649,431,451,233,58,5,3078
POA3003,0,16,76,28,10,5,0,0,0,138,5,33,115,39,16,7,6,0,0,214,62,707,2543,1061,523,288,65,11,0,5262
POA3004,0,18,68,34,19,12,12,0,0,168,4,17,131,75,36,28,18,5,3,317,62,484,2679,1714,884,664,364,91,5,6939
POA3006,0,46,164,86,30,19,9,0,0,353,0,71,361,138,41,46,3,0,0,671,154,1930,7718,3396,1318,805,256,31,0,15613
POA3008,0,14,105,43,24,27,10,0,0,226,4,34,191,75,42,16,5,3,0,372,71,822,4400,2192,1018,706,210,24,0,9443
POA3011,0,25,139,103,59,33,12,0,0,381,9,57,207,136,71,53,11,0,0,544,235,1164,4935,3391,1847,1112,214,13,0,12913
POA3012,12,27,169,105,95,47,14,0,0,462,11,57,234,150,103,59,15,9,0,635,369,1079,4812,4039,2624,1382,271,21,5,14603
POA3013,8,24,68,57,47,39,11,0,0,249,3,26,84,97,59,43,15,0,0,320,321,558,2274,2503,2003,1118,209,16,0,8999
POA3015,6,13,55,85,77,47,12,0,0,307,8,20,79,94,72,54,12,6,0,347,376,587,2117,3002,2386,1447,253,18,0,10185
POA3016,7,19,24,44,65,61,18,0,0,248,8,18,38,58,75,46,22,5,0,271,453,649,1031,1631,2234,1759,453,43,0,8257
POA3018,4,16,35,64,40,36,11,0,0,208,6,19,61,70,64,30,16,4,0,264,261,398,1270,1832,1639,1031,245,31,3,6710
POA3019,0,12,63,38,35,20,9,0,0,178,11,31,120,68,53,30,4,0,0,314,135,434,1611,967,681,410,104,5,0,4341
POA3020,9,63,218,181,142,99,28,5,0,739,37,142,457,277,237,169,29,9,0,1351,610,2005,5675,4355,3388,2333,498,40,5,18907
POA3021,25,110,326,249,191,102,28,0,0,1021,41,188,478,382,338,241,47,3,4,1709,649,2391,6000,4291,3592,2658,618,54,4,20252
POA3022,0,4,11,18,16,5,0,0,0,49,0,6,30,25,22,18,0,0,0,108,36,88,410,380,260,138,29,6,0,1355
POA3023,23,98,286,287,271,131,36,0,0,1140,69,167,431,458,368,201,52,3,3,1754,1540,2726,6199,7914,6932,3608,713,40,4,29670
POA3024,21,63,117,124,71,47,13,0,0,459,23,89,254,257,148,45,12,0,0,829,698,1355,4452,5224,2489,1292,252,15,0,15772
POA3025,3,15,56,58,39,21,10,0,0,203,7,28,78,81,49,28,10,0,3,283,158,372,1534,1600,1072,585,139,14,3,5482
POA3026,0,16,41,42,27,12,4,0,0,142,3,17,69,73,48,27,0,0,0,241,174,291,876,1420,848,382,57,4,0,4046
POA3027,0,10,32,41,8,5,0,0,0,104,4,31,92,93,29,12,4,0,0,268,126,452,1473,1809,757,298,62,0,0,4976
POA3028,12,43,125,110,115,86,14,0,0,504,13,51,193,136,124,97,19,4,0,640,536,1110,3295,3176,2606,2144,405,27,0,13291
POA3029,31,202,512,473,297,191,39,0,0,1753,94,420,1171,1006,463,253,42,7,0,3462,2070,5504,16863,19193,9021,5106,912,53,3,58728
POA3030,53,157,464,430,365,212,43,0,0,1725,74,269,772,799,500,264,55,7,3,2737,2342,4634,13362,17719,11194,6070,1258,87,8,56670
POA3031,7,26,83,67,40,31,7,0,0,268,15,25,128,82,68,38,6,0,0,359,227,899,3557,2683,1674,912,217,11,4,10189
POA3032,10,30,130,108,94,80,20,0,0,468,9,56,186,158,116,87,27,4,0,639,486,1569,4864,4029,3217,2087,532,51,4,16835
POA3033,5,8,61,62,64,43,4,6,0,254,8,29,62,63,71,44,18,3,0,297,364,540,1320,1603,1712,1110,289,41,3,6984
POA3034,5,15,40,46,46,48,15,0,0,215,5,26,59,59,67,41,18,12,0,274,222,452,1099,1324,1161,814,264,32,0,5368
POA3036,3,7,9,15,30,18,15,0,0,102,9,12,22,23,37,25,13,6,0,151,175,270,455,538,682,592,195,33,3,2947
POA3037,30,100,197,222,222,118,22,4,0,920,67,130,280,291,326,175,31,0,0,1304,1575,2672,5023,5730,6178,3569,600,30,0,25376
POA3038,15,36,93,70,126,131,22,5,0,492,18,74,132,114,121,127,31,0,0,616,729,1400,2475,2079,2882,2877,661,39,0,13144
POA3039,6,15,66,47,40,44,17,5,0,241,10,31,107,76,62,48,10,0,0,342,330,845,2711,2078,1750,1321,358,29,5,9434
POA3040,13,34,104,83,89,58,25,3,0,403,22,45,118,139,135,72,25,4,3,571,716,1597,3203,3064,3314,2373,636,73,8,14985
POA3041,3,15,38,46,57,40,12,5,0,215,10,28,55,70,71,45,13,3,0,284,397,676,1211,1525,1703,1132,330,41,0,7002
POA3042,4,22,72,71,61,66,13,4,0,308,7,19,82,81,73,64,25,0,0,355,399,665,1899,2070,1882,1266,329,24,0,8531
POA3043,11,24,98,88,49,58,10,0,0,346,11,31,90,76,78,54,25,0,0,367,313,657,1969,1880,1637,1206,339,22,0,8026
POA3044,5,51,137,111,93,72,19,0,0,493,17,48,162,162,115,60,11,4,0,579,592,1253,4025,3929,3126,2041,395,30,4,15393
POA3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
POA3046,5,52,164,128,122,81,22,0,0,569,25,103,298,194,106,81,14,8,0,824,526,1877,5802,4353,2723,1867,350,38,0,17533
POA3047,0,31,64,61,39,26,10,0,0,235,21,75,184,105,89,50,7,0,0,538,224,875,2212,1398,974,698,131,11,0,6531
POA3048,0,23,49,44,53,31,4,0,0,202,19,65,120,99,72,64,10,0,0,456,220,733,1461,1029,975,764,122,11,0,5313
POA3049,10,19,36,30,39,28,16,0,0,179,9,13,50,37,42,42,3,3,0,196,223,429,1014,938,999,865,223,16,0,4710
POA3051,3,25,87,47,30,25,6,0,0,220,12,58,109,67,42,25,8,0,0,321,219,1193,3283,1776,1035,611,185,18,4,8321
POA3052,15,21,29,19,10,6,0,0,0,102,13,23,48,23,14,3,0,0,0,130,499,896,1299,578,325,237,113,24,0,3980
POA3053,10,37,103,40,17,20,4,0,0,228,16,86,170,42,28,24,5,4,0,376,357,1810,3815,1258,625,409,176,34,3,8499
POA3054,0,16,59,24,25,12,9,0,0,145,4,13,78,28,28,19,0,0,0,170,96,666,1886,943,695,565,228,49,3,5130
POA3055,6,22,121,57,36,26,11,0,0,277,5,31,119,64,46,36,12,4,0,320,205,930,3129,2076,1405,863,228,28,0,8863
POA3056,5,54,163,116,73,56,7,0,0,478,3,52,247,121,78,40,12,0,0,555,261,1714,6186,3833,2226,1338,289,27,3,15877
POA3057,3,24,106,70,34,18,13,0,0,265,5,29,156,82,36,16,3,0,0,330,137,788,3835,2271,1134,601,155,18,0,8945
POA3058,4,60,129,162,122,83,15,3,0,581,13,70,203,160,119,82,16,0,0,663,633,1649,5122,4901,3869,2103,469,42,7,18787
POA3059,8,30,83,83,85,68,11,0,0,375,23,62,125,116,104,65,19,0,0,511,515,1093,2444,2291,2100,1618,337,16,0,10419
POA3060,0,17,55,52,43,37,12,0,0,213,12,39,103,92,55,32,12,0,0,348,190,632,1622,1408,972,670,135,10,0,5645
POA3061,0,5,29,21,14,12,3,0,0,84,4,3,33,29,21,11,3,0,0,109,64,155,386,339,262,198,48,4,0,1451
POA3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6
POA3063,3,0,0,0,4,5,0,0,0,14,0,0,0,0,0,4,0,0,0,9,27,33,27,47,80,55,12,6,0,284
POA3064,37,195,519,437,278,172,25,0,0,1669,99,314,930,781,491,305,41,3,0,2957,2105,5025,14231,13777,7695,4586,709,33,0,48172
POA3065,4,20,49,52,33,11,5,0,0,174,7,16,116,73,35,23,8,3,0,273,95,497,2536,1435,844,602,156,27,0,6186
POA3066,0,7,60,33,23,12,3,0,0,139,12,19,123,65,37,10,4,0,0,265,65,417,2843,1408,693,356,102,4,0,5889
POA3067,5,16,66,40,19,15,8,0,0,160,6,24,109,66,16,17,6,0,0,243,79,512,2854,1509,664,430,149,17,0,6224
POA3068,12,30,101,74,46,43,22,0,0,325,13,17,160,103,59,30,6,0,0,385,266,856,4020,2712,1949,1323,425,65,0,11618
POA3070,13,29,140,75,88,55,17,0,0,427,17,39,167,115,108,47,24,3,0,517,432,994,4547,3437,3194,1813,459,31,5,14919
POA3071,7,22,99,88,76,42,11,7,0,353,4,39,103,99,61,37,17,5,0,364,310,756,3291,2907,2231,1212,258,21,3,10997
POA3072,5,44,171,152,110,68,11,3,0,561,9,55,248,193,133,83,19,3,0,747,531,1448,5409,4795,3620,2046,401,36,4,18295
POA3073,12,66,248,214,186,114,32,4,0,875,31,138,379,291,202,144,34,16,3,1235,676,2138,7290,6153,4570,2846,658,64,8,24395
POA3074,0,37,82,83,57,51,15,0,0,323,15,60,152,124,96,81,21,4,0,553,273,866,2266,1729,1334,1049,291,20,0,7836
POA3075,12,32,90,105,78,45,12,0,0,372,22,71,139,165,118,80,18,0,0,604,332,1012,2423,2360,1624,1038,232,27,0,9046
POA3076,11,39,154,147,133,84,26,3,0,588,23,87,240,228,174,121,22,3,0,892,587,1447,3737,3965,2849,1990,433,23,0,15040
POA3078,5,13,54,55,38,32,9,0,0,202,0,12,63,50,43,31,17,0,0,219,226,575,1814,1612,1427,1038,290,27,0,7013
POA3079,15,23,49,46,52,37,17,0,0,246,11,27,70,73,73,44,19,5,0,319,430,873,1919,1932,1979,1585,516,82,10,9308
POA3081,4,21,87,62,42,32,8,0,0,262,7,33,87,58,55,50,14,4,0,307,145,628,2231,1567,1059,893,200,12,5,6732
POA3082,8,69,124,109,105,109,13,0,0,536,17,62,182,142,145,139,36,4,0,732,617,1456,3188,2728,2849,2815,582,40,0,14266
POA3083,15,65,117,102,123,94,25,3,0,545,15,95,223,145,151,99,23,7,0,763,689,1929,3863,2988,3086,2134,560,52,3,15305
POA3084,10,37,83,71,88,77,28,5,4,395,8,35,86,122,116,67,24,7,6,468,583,1098,2564,3291,3183,2204,682,86,17,13701
POA3085,11,11,38,43,52,21,12,0,0,189,3,17,47,53,36,39,13,6,0,227,363,630,1467,1779,1686,1011,280,34,0,7253
POA3087,4,14,30,45,31,29,9,0,0,168,6,13,30,44,38,20,12,0,0,158,172,337,1099,1185,991,649,182,14,0,4637
POA3088,11,44,82,119,105,91,26,4,0,486,23,25,67,115,102,68,26,3,0,444,657,1028,2475,3460,3100,2289,707,67,0,13779
POA3089,15,22,47,50,61,56,3,0,0,261,11,33,53,52,68,57,18,3,0,288,476,696,1208,1407,1675,1303,264,29,0,7063
POA3090,3,6,11,5,13,14,0,0,0,62,0,8,7,11,19,7,3,0,0,55,105,175,151,219,398,289,60,8,0,1406
POA3091,0,7,7,5,4,9,3,0,0,41,0,5,8,8,11,9,6,0,0,44,61,109,102,112,233,202,44,14,0,877
POA3093,0,8,12,22,11,11,3,0,0,68,0,6,14,20,17,10,12,0,0,78,99,168,306,411,477,344,133,16,0,1952
POA3094,3,13,27,25,38,24,10,0,0,145,8,8,37,38,35,28,5,3,0,161,224,329,774,1208,1119,782,262,26,0,4736
POA3095,24,54,66,94,120,122,29,7,0,510,23,34,61,106,143,100,35,5,0,494,878,1268,1905,2974,3854,3025,940,120,4,14975
POA3096,4,4,16,7,4,3,6,0,0,47,0,4,6,9,4,4,0,0,0,30,58,128,186,159,236,228,35,9,0,1039
POA3097,0,0,9,8,11,15,3,0,0,40,0,8,0,5,16,12,0,0,0,43,56,69,86,130,212,173,61,6,0,796
POA3099,3,4,22,23,26,15,11,0,0,107,0,3,9,16,19,9,10,0,0,79,151,237,380,479,635,567,181,29,0,2649
POA3101,15,32,82,47,58,55,28,5,0,315,31,43,116,102,117,90,30,7,3,531,540,1318,2682,2333,2685,2083,875,168,11,12700
POA3102,5,10,9,14,17,13,9,0,0,86,4,6,20,25,30,21,8,0,0,126,192,339,546,686,818,643,185,32,3,3449
POA3103,4,20,31,37,38,44,12,4,0,185,13,24,53,85,70,60,24,9,3,333,303,736,1229,1472,1592,1282,449,81,10,7154
POA3104,17,21,35,35,66,55,17,5,0,253,18,45,74,93,122,60,29,3,0,442,575,1026,1454,1811,2630,1965,556,102,7,10130
POA3105,4,16,41,28,53,46,10,6,0,200,8,20,44,33,48,39,11,0,0,209,225,497,1022,1086,1210,922,259,60,0,5276
POA3106,14,25,46,48,58,53,18,4,0,259,11,18,58,77,78,63,28,10,0,348,365,674,1240,1573,1623,1584,585,117,5,7764
POA3107,4,14,30,64,54,33,13,0,0,213,8,17,55,69,68,36,19,5,0,281,289,479,1069,1481,1628,1087,349,66,0,6457
POA3108,9,41,100,83,77,61,20,3,0,393,4,40,158,153,106,70,21,6,0,568,372,1112,2993,2622,2169,1676,509,99,7,11568
POA3109,12,27,83,116,127,102,28,9,0,505,13,51,153,186,142,103,27,7,5,685,545,1212,2646,3587,2952,2358,679,102,15,14104
POA3111,9,8,30,54,54,51,17,6,0,229,10,29,44,60,64,43,20,3,0,285,336,562,851,1235,1462,1081,358,64,0,5957
POA3113,7,16,13,30,56,33,5,0,0,165,12,15,17,40,42,36,12,4,0,170,339,426,468,772,1307,925,280,41,5,4563
POA3114,0,6,4,6,21,14,0,0,0,53,9,10,7,6,14,20,7,4,0,73,187,240,169,273,604,413,113,14,0,2016
POA3115,0,11,3,14,22,12,5,0,0,74,0,9,19,23,21,27,7,0,0,99,152,248,232,319,538,485,151,30,0,2168
POA3116,13,32,51,70,49,43,23,6,0,296,13,27,53,67,60,44,16,5,0,281,371,572,1286,1374,1240,963,295,37,0,6136
POA3121,0,46,216,126,97,66,21,7,0,581,5,69,299,151,101,68,23,0,3,729,332,1951,8908,4389,2770,1801,557,78,5,20792
POA3122,11,48,100,59,52,37,11,3,0,321,14,48,172,97,87,50,22,8,0,500,457,1587,4213,2630,2108,1461,598,112,9,13181
POA3123,4,27,54,26,26,20,9,0,0,177,8,26,90,66,54,32,18,3,0,293,246,903,2527,1796,1528,996,389,68,4,8462
POA3124,17,27,48,37,57,56,17,3,0,261,4,41,62,78,82,75,27,4,0,376,557,1176,1962,2064,2471,1941,734,108,5,11014
POA3125,11,29,66,42,45,32,9,0,0,228,9,52,117,75,48,31,7,5,0,344,378,1190,1981,1394,1333,868,231,36,0,7410
POA3126,3,7,20,5,26,24,9,0,0,95,10,9,30,31,36,25,9,5,0,161,189,388,503,632,886,729,298,58,6,3699
POA3127,11,28,29,46,59,58,17,0,0,243,3,31,59,61,76,54,14,4,0,309,568,981,1647,1860,2355,1721,600,85,8,9830
POA3128,4,43,112,70,71,59,16,5,0,384,11,81,189,124,85,67,19,0,0,575,379,1524,3447,2254,1999,1286,327,43,3,11258
POA3129,0,16,71,56,70,39,10,4,0,271,5,47,117,86,72,37,16,4,0,387,409,826,1949,1964,2023,1347,366,42,0,8928
POA3130,19,52,93,117,141,96,34,8,0,553,16,61,143,138,161,95,27,4,9,644,869,1530,3007,3833,3896,2597,654,94,10,16494
POA3131,10,35,88,85,99,64,14,9,0,393,9,28,112,112,90,72,17,10,4,450,505,940,2414,2831,2437,1539,374,53,6,11103
POA3132,4,25,59,61,69,39,16,3,0,281,4,31,94,95,71,39,11,4,0,349,388,757,1998,2257,1913,1212,345,34,3,8910
POA3133,8,30,66,65,100,78,25,3,0,381,10,45,71,115,123,77,27,11,0,478,572,979,1635,2511,2599,1717,560,82,9,10661
POA3134,14,53,135,137,160,123,39,6,0,658,23,62,184,178,177,97,30,9,0,762,933,1586,3743,4122,3946,2796,759,99,8,17999
POA3135,18,33,72,77,100,70,25,4,0,390,20,37,93,82,102,60,15,3,0,419,575,852,2094,2571,2377,1591,422,59,6,10542
POA3136,26,96,197,210,200,158,38,10,0,931,27,88,246,236,193,152,47,13,6,1014,1141,2005,5007,5496,4864,3762,992,119,11,23386
POA3137,16,34,77,70,46,64,8,0,0,316,14,33,99,89,80,57,24,0,0,386,424,707,1742,1643,1471,1253,283,25,6,7556
POA3138,24,47,147,129,111,94,21,3,0,573,30,72,151,156,119,76,22,4,0,628,635,1134,2822,2764,2373,1728,440,50,3,11955
POA3139,22,45,96,92,80,77,16,4,0,426,15,33,64,55,101,67,26,3,0,355,432,678,1577,1423,1625,1346,373,54,3,7507
POA3140,15,48,102,67,86,75,20,0,0,407,14,36,85,71,86,66,15,0,0,373,562,869,1920,1747,1965,1517,360,32,4,8968
POA3141,8,47,163,93,61,33,13,0,0,411,4,58,291,131,73,54,34,12,0,652,226,1530,7262,3403,1777,1346,599,131,9,16281
POA3142,9,18,46,20,20,25,12,3,0,148,7,27,71,54,69,57,48,17,0,347,137,592,1590,1058,1111,1065,738,221,32,6550
POA3143,5,18,34,20,24,23,9,0,0,129,0,17,74,45,25,26,8,5,0,207,98,498,1730,1143,926,628,322,67,4,5419
POA3144,8,11,25,33,19,15,6,0,0,119,9,21,40,41,51,31,11,12,4,221,233,506,1138,1033,1192,934,423,118,17,5582
POA3145,7,37,60,52,65,46,18,4,3,286,14,41,142,98,131,65,35,9,3,532,593,1396,2877,2497,2723,1859,635,92,13,12683
POA3146,18,47,67,63,81,64,18,8,0,366,20,46,107,113,117,66,15,0,0,496,670,1449,2784,2912,3268,2294,724,112,12,14227
POA3147,5,23,33,41,40,37,9,3,0,193,11,8,79,78,64,48,24,7,0,320,352,659,1385,1695,1798,1171,342,47,4,7454
POA3148,0,18,48,41,24,13,21,0,0,180,5,13,94,65,34,25,10,0,0,244,133,494,1641,1248,837,518,154,14,0,5042
POA3149,14,43,110,91,122,81,25,8,0,493,27,58,171,205,176,103,28,4,5,779,782,1637,3396,3944,3821,2681,660,94,15,17022
POA3150,26,77,143,177,206,160,70,14,0,864,51,109,306,313,302,198,65,32,6,1378,1227,2785,5152,6462,6332,4577,1453,258,23,28271
POA3151,0,21,43,31,30,35,4,5,0,181,3,27,75,64,41,21,10,4,0,249,173,565,1254,1070,1005,710,193,38,0,5015
POA3152,8,64,112,129,145,111,45,3,0,618,27,57,141,213,160,130,46,7,0,783,782,1540,3190,3960,3489,2924,971,69,3,16920
POA3153,16,42,113,108,73,74,22,4,0,455,9,39,145,144,101,91,18,0,0,542,419,860,2737,2768,1999,1548,369,37,0,10741
POA3154,5,3,25,22,25,16,0,0,0,99,5,12,18,23,24,30,7,0,0,124,143,178,425,519,551,390,91,8,0,2319
POA3155,6,44,142,108,96,71,9,6,0,489,6,35,147,149,137,100,27,3,0,611,430,963,3050,2917,2309,1723,482,43,4,11915
POA3156,28,90,156,151,193,158,38,3,0,817,27,65,182,232,223,177,44,9,0,953,1180,1783,3891,4370,4565,3485,854,91,0,20221
POA3158,4,13,29,30,28,32,9,0,0,151,5,10,20,26,41,23,4,3,0,124,214,284,620,815,903,704,179,11,0,3726
POA3159,3,0,3,4,13,10,0,0,0,43,5,3,5,11,11,6,6,0,0,44,81,96,188,327,343,245,74,7,4,1361
POA3160,7,28,43,70,53,46,14,0,0,256,7,4,38,37,47,37,13,4,0,180,251,372,791,1169,1141,897,254,21,0,4896
POA3161,7,14,78,50,36,28,24,4,0,246,5,41,111,108,76,59,43,6,0,446,254,846,2486,1865,1534,1155,714,100,27,8973
POA3162,5,25,62,69,72,50,16,3,0,293,21,34,98,99,84,43,31,8,0,421,339,749,1853,2046,2026,1435,681,126,8,9268
POA3163,8,48,136,105,82,69,25,3,0,471,12,64,282,224,142,76,21,4,3,828,510,1740,5748,4509,3235,2265,655,73,11,18741
POA3165,11,36,76,116,142,99,20,4,0,503,24,37,118,190,144,79,13,7,0,615,777,1177,2574,3977,3972,2344,590,60,5,15473
POA3166,11,41,110,79,118,67,14,4,0,453,6,52,179,134,106,74,14,0,0,577,515,1441,3563,2926,2711,1746,392,31,7,13333
POA3167,8,21,29,43,45,31,6,0,0,173,4,25,66,44,45,34,19,3,0,238,181,431,1194,1182,987,768,195,15,0,4961
POA3168,8,55,107,59,45,24,3,4,0,305,14,124,291,99,63,40,19,3,0,652,494,2329,4458,1839,1006,665,158,26,3,10972
POA3169,10,29,113,93,100,49,16,0,0,414,14,58,234,135,107,78,23,3,0,652,314,1028,3029,2156,1689,1211,336,28,0,9789
